id;vendas_id;produto_id;item_quantidade;valor_unitario;valor_bruto
22181;1867;3;2;139;278
32195;2459;42;1;112;112
42091;2934;62;1;96;96
46862;866;25;1;106;106
20357;1732;25;1;106;106
34827;2597;39;1;290;290
47590;282;82;1;136;136
2514;313;20;2;82;164
8393;1055;75;1;156;156
19922;1699;12;2;144;288
28238;2261;18;2;146;292
36573;2670;39;1;290;290
38384;2749;91;3;75;225
40497;2919;79;1;167;167
45673;3006;15;2;167;334
47917;333;40;1;290;290
51722;3368;25;2;106;212
13590;1349;37;1;162;162
14920;1422;44;2;112;224
20190;1729;43;1;112;112
37688;2721;2;1;139;139
52359;3061;23;1;82;82
715;77;3;1;139;139
9967;1144;38;1;290;290
25519;2107;3;2;139;278
43988;769;79;1;167;167
45322;3055;76;1;156;156
46286;3005;10;1;182;182
8223;1040;5;1;84;84
20205;1726;19;1;146;146
20782;1764;19;2;146;292
24899;2071;18;2;146;292
51943;3396;15;1;167;167
40;4;19;2;146;292
2026;210;29;1;116;116
16782;1518;31;1;144;144
36804;2679;30;1;144;144
37044;2688;73;3;150;450
47187;205;43;1;112;112
50266;3204;56;1;178;178
14676;1407;19;1;146;146
40686;1109;37;1;162;162
49620;3149;92;3;75;225
1411;147;6;1;84;84
23916;2002;36;1;162;162
7662;991;91;3;75;225
28869;2294;84;1;136;136
42777;2953;54;1;178;178
984;95;68;1;106;106
3744;463;73;1;150;150
4188;501;15;1;167;167
4957;578;88;1;115;115
14129;1378;91;21;75;1575
43262;650;93;3;75;225
2285;267;88;1;115;115
5648;715;37;2;162;324
16254;1495;90;3;75;225
44092;800;1;1;139;139
47737;312;56;2;178;356
2653;334;40;1;290;290
2840;357;81;1;167;167
11004;1232;4;1;84;84
22109;1856;12;1;144;144
25167;2083;64;2;96;192
31236;2418;20;1;82;82
40232;2903;39;1;290;290
47933;333;11;1;144;144
51140;3260;44;1;112;112
53181;3287;43;1;112;112
15269;1437;18;1;146;146
21209;1787;41;1;290;290
26408;2154;57;2;178;356
30859;2402;60;3;187;561
32617;2485;87;1;115;115
41406;1163;13;1;144;144
4906;570;5;1;84;84
5502;676;71;4;150;600
23702;1993;58;1;187;187
26842;2175;12;2;144;288
49034;3124;15;1;167;167
1320;136;87;1;115;115
9999;1144;22;1;82;82
13651;1350;69;1;106;106
16477;1500;44;1;112;112
22909;1912;42;1;112;112
27754;2237;81;1;167;167
32461;2477;4;1;84;84
33746;2538;3;1;139;139
44410;843;92;3;75;225
7617;986;38;1;290;290
31321;2420;89;1;115;115
48679;3102;44;1;112;112
1040;106;88;1;115;115
20719;1755;20;1;82;82
26067;2136;88;2;115;230
27912;2244;60;1;187;187
31954;2445;49;3;153;459
36045;2646;79;2;167;334
36762;2676;4;1;84;84
37387;2706;82;1;136;136
43277;645;54;1;178;178
48912;3119;49;1;153;153
57;6;21;1;82;82
6341;822;56;1;178;178
6608;875;71;1;150;150
9973;1144;25;3;106;318
17867;1577;91;3;75;225
20419;1739;60;1;187;187
22444;1884;28;1;116;116
35062;2603;88;1;115;115
42417;2941;44;3;112;336
4158;494;49;2;153;306
4773;562;50;1;490;490
31363;2422;80;1;167;167
37037;2687;79;1;167;167
1141;112;20;1;82;82
15984;1470;84;1;136;136
18391;1608;22;2;82;164
44620;960;87;1;115;115
45636;3008;56;1;178;178
18601;1617;44;1;112;112
25200;2086;60;2;187;374
25227;2086;29;1;116;116
30878;2404;51;1;490;490
33959;2548;82;2;136;272
38167;2738;27;1;116;116
39134;2795;54;1;178;178
47542;256;51;1;490;490
5688;717;71;1;150;150
7267;957;71;1;150;150
11313;1247;53;1;490;490
14845;1419;91;9;75;675
15422;1447;24;1;106;106
15705;1460;91;3;75;225
36829;2678;9;1;182;182
12897;1317;72;1;150;150
20246;1726;63;2;96;192
27060;2184;56;2;178;356
27844;2242;83;1;136;136
31573;2432;28;1;116;116
31574;2432;59;1;187;187
37123;2697;58;1;187;187
40260;2905;82;2;136;272
51580;3360;33;1;144;144
1451;150;34;1;162;162
10504;1194;61;1;187;187
20048;1711;52;1;490;490
20454;1738;91;3;75;225
21626;1808;64;1;96;96
42636;2949;87;2;115;230
42508;2946;72;1;150;150
47627;289;84;1;136;136
8190;1033;44;1;112;112
22209;1863;40;2;290;580
45321;3055;38;1;290;290
15372;1442;27;1;116;116
19211;1657;59;1;187;187
24887;2071;53;1;490;490
27350;2207;91;3;75;225
31866;2443;91;18;75;1350
13880;1364;14;1;167;167
15648;1455;58;1;187;187
30933;2407;17;1;146;146
36963;2684;84;1;136;136
41857;1217;21;1;82;82
21120;1783;10;1;182;182
25136;2081;63;1;96;96
25358;2094;64;1;96;96
33898;2543;15;1;167;167
35793;2632;22;1;82;82
3946;471;20;1;82;82
32646;2488;13;1;144;144
36422;2665;81;1;167;167
44974;928;89;1;115;115
21063;1781;13;1;144;144
34845;2596;84;1;136;136
40205;2903;23;1;82;82
3606;453;1;1;139;139
5023;594;24;2;106;212
18186;1591;78;1;167;167
22669;1901;45;1;112;112
3998;482;82;2;136;272
5162;611;73;1;150;150
10922;1229;77;1;156;156
11089;1235;14;1;167;167
16545;1504;39;2;290;580
24478;2044;91;3;75;225
26789;2174;8;1;182;182
35927;2636;44;1;112;112
47280;211;78;1;167;167
48642;3100;37;1;162;162
54537;3422;93;3;75;225
3014;386;62;1;96;96
8931;1082;74;1;156;156
31289;2417;14;1;167;167
21903;1840;75;1;156;156
33586;2528;72;1;150;150
50509;3220;65;1;96;96
50957;3247;42;1;112;112
15258;1437;15;3;167;501
27510;2216;9;1;182;182
37080;2688;15;1;167;167
50508;3220;92;3;75;225
52991;3092;62;2;96;192
13694;1358;5;1;84;84
27665;2232;36;2;162;324
35684;2629;64;1;96;96
42322;2964;14;1;167;167
2845;357;75;1;156;156
7855;1014;3;1;139;139
38677;2776;18;2;146;292
42046;2933;38;1;290;290
44622;960;69;1;106;106
45419;2968;19;1;146;146
49385;3150;37;1;162;162
29606;2337;75;1;156;156
45278;3053;75;1;156;156
52720;3073;3;1;139;139
13769;1359;2;1;139;139
16300;1494;39;1;290;290
50365;3207;15;5;167;835
10105;1147;71;1;150;150
43395;673;91;3;75;225
489;56;30;2;144;288
30397;2383;81;1;167;167
34760;2592;60;3;187;561
41164;1150;68;2;106;212
47281;211;72;1;150;150
49821;3168;77;1;156;156
2884;366;40;1;290;290
13663;1350;2;1;139;139
197;22;71;1;150;150
42837;2957;93;3;75;225
44667;969;5;1;84;84
45532;2969;80;1;167;167
15295;1439;17;1;146;146
17929;1578;90;3;75;225
19779;1695;82;3;136;408
25878;2123;39;1;290;290
37422;2709;28;1;116;116
42005;2929;81;1;167;167
43289;642;36;1;162;162
51962;3380;49;2;153;306
2540;311;18;1;146;146
4533;539;89;1;115;115
28393;2271;82;1;136;136
35727;2631;36;2;162;324
38676;2776;15;2;167;334
38836;2820;91;12;75;900
41215;1151;12;1;144;144
54100;3325;90;3;75;225
25635;2111;35;1;162;162
46307;3007;56;1;178;178
50799;3227;49;1;153;153
2486;306;88;1;115;115
4009;484;36;1;162;162
17341;1548;73;1;150;150
17436;1555;20;1;82;82
42654;2954;52;1;490;490
4414;525;91;6;75;450
27180;2187;13;2;144;288
29803;2352;43;1;112;112
8845;1073;37;1;162;162
9268;1095;89;1;115;115
16305;1492;62;1;96;96
24842;2070;55;1;178;178
27644;2222;80;1;167;167
35160;2606;45;2;112;224
42712;2952;54;1;178;178
44338;834;51;1;490;490
51157;3260;25;2;106;212
6216;814;88;1;115;115
7143;944;25;1;106;106
22260;1868;54;1;178;178
40146;2899;24;2;106;212
49377;3150;91;9;75;675
7337;964;92;9;75;675
15170;1435;55;1;178;178
20652;1752;5;1;84;84
21587;1808;91;21;75;1575
23501;1971;5;1;84;84
26347;2153;59;2;187;374
34400;2566;85;1;136;136
50475;3264;5;1;84;84
1198;123;63;1;96;96
2710;341;10;1;182;182
12462;1296;43;1;112;112
21998;1846;24;1;106;106
22150;1859;85;1;136;136
5581;697;34;1;162;162
7117;936;62;1;96;96
10599;1202;54;1;178;178
11609;1257;50;1;490;490
28660;2285;91;12;75;900
39384;2822;46;1;153;153
50038;3177;83;1;136;136
54111;3325;20;2;82;164
20073;1710;54;1;178;178
20121;1716;21;1;82;82
21733;1818;91;9;75;675
22454;1886;81;1;167;167
22691;1902;55;1;178;178
24313;2026;7;1;84;84
33985;2548;27;2;116;232
37484;2714;25;1;106;106
44365;848;53;1;490;490
51912;3392;42;1;112;112
54478;3424;31;1;144;144
16309;1493;62;1;96;96
23347;1948;49;2;153;306
25651;2111;79;1;167;167
35673;2629;50;2;490;980
39272;2806;14;1;167;167
18;2;15;1;167;167
2029;210;9;1;182;182
6018;765;91;3;75;225
7139;949;36;1;162;162
15992;1469;40;1;290;290
43041;612;30;3;144;432
44488;856;3;1;139;139
51870;3385;10;1;182;182
5317;638;25;1;106;106
6821;905;7;1;84;84
14704;1410;62;2;96;192
23523;1975;50;1;490;490
825;91;25;1;106;106
5316;638;22;1;82;82
14174;1381;29;1;116;116
16544;1504;93;3;75;225
18978;1635;73;1;150;150
32989;2498;79;1;167;167
2571;319;25;1;106;106
5865;732;15;1;167;167
15947;1475;34;1;162;162
27379;2206;9;1;182;182
37536;2715;88;1;115;115
40143;2899;60;2;187;374
47265;218;91;3;75;225
53098;3285;82;1;136;136
53206;3290;24;3;106;318
16875;1527;76;1;156;156
21061;1781;60;1;187;187
46661;3029;41;1;290;290
50007;3176;50;1;490;490
2873;358;29;1;116;116
6992;922;40;3;290;870
12040;1278;55;1;178;178
18769;1625;49;1;153;153
31333;2419;75;2;156;312
33675;2530;5;2;84;168
34965;2601;91;18;75;1350
38169;2738;35;1;162;162
45563;2971;75;1;156;156
53258;3342;9;2;182;364
3480;442;91;9;75;675
13015;1319;6;1;84;84
37675;2717;93;3;75;225
889;94;71;1;150;150
2908;360;33;2;144;288
15476;1446;15;1;167;167
28950;2297;3;1;139;139
30999;2412;1;2;139;278
31585;2432;86;2;115;230
32028;2448;18;1;146;146
45193;3046;14;1;167;167
13803;1361;31;1;144;144
24665;2061;18;1;146;146
29794;2352;60;2;187;374
33437;2520;30;1;144;144
38808;2816;33;1;144;144
47176;205;26;2;106;212
53432;3310;89;1;115;115
27125;2188;14;1;167;167
31616;2435;16;1;167;167
13320;1336;39;1;290;290
23245;1942;30;1;144;144
27053;2182;79;1;167;167
37817;2726;75;2;156;312
38084;2735;14;1;167;167
50538;3217;40;4;290;1160
6330;826;24;1;106;106
9667;1121;17;1;146;146
52559;3067;30;1;144;144
15209;1436;15;3;167;501
24136;2015;69;1;106;106
28160;2259;14;1;167;167
36076;2655;75;1;156;156
37418;2709;36;2;162;324
45812;2974;35;1;162;162
17089;1539;43;1;112;112
18493;1612;44;2;112;224
22434;1881;18;1;146;146
23708;1993;15;4;167;668
25567;2108;75;1;156;156
53092;3093;50;1;490;490
387;44;33;1;144;144
3685;455;37;1;162;162
8858;1073;29;3;116;348
10286;1179;86;1;115;115
20321;1736;28;2;116;232
28309;2263;21;1;82;82
35331;2613;3;2;139;278
52862;3086;89;1;115;115
8501;1062;21;1;82;82
10739;1218;19;2;146;292
17526;1560;34;2;162;324
36229;2660;82;1;136;136
39902;2895;82;1;136;136
41379;1166;20;2;82;164
24663;2064;15;1;167;167
35865;2635;61;1;187;187
36482;2668;1;1;139;139
18756;1626;30;1;144;144
25720;2115;91;3;75;225
28985;2298;9;1;182;182
40484;2919;48;1;153;153
41281;1148;82;1;136;136
51744;3413;90;3;75;225
22453;1886;91;18;75;1350
31172;2416;24;2;106;212
34148;2552;11;1;144;144
13532;1347;36;1;162;162
20649;1752;15;1;167;167
23302;1947;75;2;156;312
15183;1433;93;3;75;225
35864;2635;71;3;150;450
36112;2655;7;1;84;84
4869;567;41;1;290;290
23409;1952;56;2;178;356
29319;2314;83;1;136;136
40374;2910;60;1;187;187
49068;3126;63;1;96;96
7688;1001;30;1;144;144
12650;1305;92;3;75;225
22658;1893;72;2;150;300
52052;3383;79;1;167;167
53200;3290;7;1;84;84
7583;987;82;1;136;136
14165;1378;21;1;82;82
16091;1477;10;1;182;182
16181;1482;20;1;82;82
18018;1581;9;3;182;546
39203;2805;54;1;178;178
12077;1275;93;6;75;450
16766;1511;5;1;84;84
31137;2415;54;1;178;178
43229;643;36;1;162;162
3161;407;25;4;106;424
6508;868;11;1;144;144
23810;1999;25;1;106;106
27280;2197;91;6;75;450
28689;2286;78;1;167;167
37291;2705;22;1;82;82
4309;515;29;1;116;116
4550;538;9;1;182;182
41955;2927;62;3;96;288
48237;378;65;1;96;96
16135;1483;62;3;96;288
26735;2171;71;2;150;300
29483;2329;61;1;187;187
36292;2661;24;1;106;106
41093;1145;82;5;136;680
4024;485;36;1;162;162
6046;771;56;1;178;178
6485;842;68;2;106;212
41760;1203;52;1;490;490
51474;3350;88;1;115;115
53862;3300;60;1;187;187
8044;1026;11;1;144;144
10726;1218;63;2;96;192
17791;1573;26;1;106;106
27444;2217;45;1;112;112
27694;2231;89;1;115;115
33766;2538;88;1;115;115
33932;2545;18;1;146;146
46887;874;49;1;153;153
47498;261;23;2;82;164
28338;2265;88;1;115;115
35886;2634;49;2;153;306
39875;2859;11;1;144;144
48027;345;19;1;146;146
6433;839;82;1;136;136
19687;1691;65;3;96;288
28548;2277;4;1;84;84
50065;3178;65;1;96;96
54493;3425;11;1;144;144
23321;1946;40;1;290;290
42870;579;27;1;116;116
44550;871;40;1;290;290
47098;277;44;2;112;224
27602;2227;14;1;167;167
40528;2920;60;3;187;561
44520;892;19;1;146;146
45521;2969;36;1;162;162
49248;3131;44;1;112;112
1261;128;9;1;182;182
13958;1371;44;1;112;112
19609;1678;69;1;106;106
34903;2599;82;1;136;136
40322;2908;49;2;153;306
47884;328;46;1;153;153
19970;1706;91;12;75;900
31429;2423;73;1;150;150
33654;2529;42;1;112;112
37561;2713;52;1;490;490
44795;973;9;1;182;182
49622;3149;22;2;82;164
781;83;71;1;150;150
5147;610;86;1;115;115
26631;2164;57;1;178;178
44602;894;84;1;136;136
12786;1313;29;1;116;116
17764;1573;45;1;112;112
22599;1899;44;1;112;112
25044;2078;3;1;139;139
45665;3006;30;1;144;144
54186;3324;25;2;106;212
1421;146;87;2;115;230
16114;1480;12;1;144;144
16321;1493;75;2;156;312
25512;2103;40;1;290;290
29518;2329;3;1;139;139
31374;2422;36;2;162;324
32266;2461;82;2;136;272
54495;3425;15;1;167;167
9040;1084;75;3;156;468
32834;2493;40;1;290;290
42574;2948;79;2;167;334
21005;1777;41;1;290;290
22132;1860;18;1;146;146
30775;2401;79;2;167;334
21295;1792;33;1;144;144
22818;1907;9;1;182;182
24726;2065;69;1;106;106
1138;113;79;1;167;167
9503;1108;30;1;144;144
18908;1631;75;1;156;156
29489;2329;44;2;112;224
29980;2362;30;1;144;144
34579;2576;38;1;290;290
36539;2671;19;1;146;146
12511;1297;42;1;112;112
19130;1655;30;2;144;288
30946;2409;18;1;146;146
33629;2529;68;1;106;106
36501;2668;68;1;106;106
40182;2893;17;1;146;146
42812;2956;18;1;146;146
47104;277;3;1;139;139
52058;3382;3;1;139;139
53521;3308;77;1;156;156
562;62;85;1;136;136
35424;2615;16;1;167;167
44668;969;27;3;116;348
46689;3034;71;4;150;600
520;55;5;1;84;84
4593;546;73;1;150;150
8825;1075;3;1;139;139
17054;1540;43;1;112;112
36117;2657;14;3;167;501
41266;1148;40;3;290;870
12577;1303;84;1;136;136
19586;1680;17;1;146;146
33152;2508;89;1;115;115
37633;2717;77;1;156;156
16214;1486;36;1;162;162
22875;1911;52;1;490;490
30807;2403;59;1;187;187
41598;1189;28;1;116;116
51670;3408;62;1;96;96
15336;1441;88;1;115;115
41289;1148;27;1;116;116
41746;1205;54;2;178;356
44346;840;93;3;75;225
49780;3164;30;2;144;288
14598;1400;87;1;115;115
19164;1654;35;2;162;324
20217;1726;20;1;82;82
39482;2832;70;1;150;150
7457;977;89;1;115;115
12486;1297;68;1;106;106
29738;2344;25;1;106;106
35228;2609;40;2;290;580
46005;2993;44;1;112;112
46037;2990;17;1;146;146
53088;3093;39;1;290;290
15024;1425;14;1;167;167
24307;2026;54;1;178;178
33457;2520;5;1;84;84
3714;459;62;1;96;96
3785;464;30;1;144;144
26682;2169;82;1;136;136
27977;2245;49;1;153;153
49063;3126;90;3;75;225
52771;3078;56;2;178;356
249;25;56;1;178;178
4633;547;70;1;150;150
36024;2652;21;1;82;82
41141;1145;62;1;96;96
43649;812;81;1;167;167
51330;3275;40;2;290;580
169;21;89;1;115;115
4637;550;10;1;182;182
18130;1590;29;1;116;116
20954;1771;9;1;182;182
25156;2083;21;1;82;82
28277;2262;21;1;82;82
36429;2665;37;1;162;162
39594;2841;91;3;75;225
44237;815;9;1;182;182
54383;3416;43;1;112;112
2067;224;51;1;490;490
7372;972;30;1;144;144
10635;1212;88;1;115;115
22530;1889;61;1;187;187
1856;194;63;1;96;96
6749;900;18;2;146;292
13399;1341;4;1;84;84
26833;2174;59;1;187;187
35580;2623;29;1;116;116
50946;3228;44;2;112;224
53826;3303;85;1;136;136
25397;2097;60;1;187;187
45801;2974;79;1;167;167
48216;372;14;1;167;167
7913;1010;49;1;153;153
19400;1668;51;1;490;490
27399;2209;89;1;115;115
27944;2247;25;1;106;106
28822;2290;11;2;144;288
32618;2485;29;2;116;232
38561;2764;45;1;112;112
53668;3295;27;1;116;116
54263;3329;7;2;84;168
9106;1085;23;1;82;82
9399;1105;9;1;182;182
16799;1518;49;1;153;153
34469;2568;27;1;116;116
40462;2913;25;1;106;106
48738;3115;23;2;82;164
48861;3116;20;2;82;164
49959;3171;60;1;187;187
13400;1341;16;1;167;167
24615;2055;36;1;162;162
24791;2069;14;1;167;167
26574;2166;41;1;290;290
30384;2383;2;1;139;139
36145;2657;52;1;490;490
39319;2811;36;1;162;162
49549;3135;15;1;167;167
2778;353;18;1;146;146
16949;1529;44;1;112;112
24159;2015;2;1;139;139
52213;3397;24;2;106;212
7485;981;8;1;182;182
13521;1347;74;1;156;156
34959;2601;70;1;150;150
45666;3006;5;4;84;336
53827;3303;38;1;290;290
548;64;26;1;106;106
8698;1069;30;1;144;144
21609;1808;84;1;136;136
24192;2020;20;1;82;82
7637;995;50;1;490;490
8569;1064;8;1;182;182
16193;1488;15;1;167;167
27901;2244;70;2;150;300
30738;2399;63;1;96;96
4379;517;78;1;167;167
7890;1011;30;1;144;144
31393;2423;88;1;115;115
14395;1391;37;1;162;162
21822;1826;15;1;167;167
6817;905;29;1;116;116
26306;2153;31;1;144;144
53531;3308;91;9;75;675
29677;2341;69;1;106;106
37078;2688;30;1;144;144
22063;1852;63;1;96;96
42083;2934;18;1;146;146
53153;3286;91;6;75;450
27788;2237;32;1;144;144
30925;2407;14;1;167;167
35587;2623;37;1;162;162
6711;888;68;1;106;106
15870;1462;93;3;75;225
22287;1874;77;2;156;312
35085;2605;32;1;144;144
42668;2954;14;1;167;167
44046;783;2;1;139;139
49166;3129;70;1;150;150
24083;2013;36;2;162;324
36727;2675;93;3;75;225
5183;621;79;1;167;167
19979;1706;77;2;156;312
39528;2835;3;1;139;139
39770;2854;3;1;139;139
43512;698;33;1;144;144
1506;152;25;1;106;106
1678;168;87;1;115;115
19888;1702;18;3;146;438
25785;2122;57;1;178;178
45631;3010;37;1;162;162
52796;3084;63;1;96;96
14731;1410;29;1;116;116
15057;1429;91;6;75;450
16057;1479;54;1;178;178
17963;1583;44;4;112;448
29473;2330;79;1;167;167
39133;2795;13;1;144;144
41444;1168;36;3;162;486
48298;385;65;2;96;192
1262;128;24;1;106;106
21035;1779;88;1;115;115
27251;2194;50;1;490;490
29805;2352;24;1;106;106
42546;2943;12;1;144;144
4908;570;79;1;167;167
14280;1384;33;1;144;144
17215;1544;18;2;146;292
17405;1551;44;1;112;112
27838;2242;36;1;162;162
28877;2294;91;3;75;225
40424;2913;55;1;178;178
41513;1184;62;1;96;96
54011;3316;76;1;156;156
14909;1422;88;4;115;460
17652;1565;63;1;96;96
22165;1857;44;1;112;112
44146;813;49;1;153;153
2109;227;65;1;96;96
6672;893;40;1;290;290
7920;1010;36;3;162;486
11863;1270;54;3;178;534
26266;2152;26;2;106;212
37958;2730;2;1;139;139
18699;1621;88;2;115;230
22411;1882;75;1;156;156
39065;2792;59;1;187;187
1609;165;19;1;146;146
3205;414;50;1;490;490
22122;1856;6;1;84;84
40644;1103;62;1;96;96
42944;593;3;2;139;278
355;43;34;1;162;162
10680;1210;21;1;82;82
14900;1421;36;1;162;162
23259;1943;26;1;106;106
24485;2045;49;2;153;306
29642;2340;58;1;187;187
44751;971;49;1;153;153
48148;365;40;1;290;290
8506;1062;91;12;75;900
10294;1179;83;1;136;136
10677;1210;72;2;150;300
25540;2105;84;1;136;136
30075;2371;80;1;167;167
43759;733;24;1;106;106
45047;3041;88;3;115;345
53060;3093;23;2;82;164
8669;1070;56;1;178;178
34019;2549;48;1;153;153
37513;2712;24;1;106;106
48556;3098;80;2;167;334
50304;3210;22;1;82;82
52852;3086;93;3;75;225
8289;1047;11;1;144;144
30446;2384;13;1;144;144
934;98;25;2;106;212
9710;1129;49;2;153;306
11914;1271;91;12;75;900
15190;1433;89;1;115;115
38823;2812;88;1;115;115
43117;620;90;3;75;225
48186;359;89;1;115;115
49742;3160;46;1;153;153
50724;3236;43;1;112;112
54163;3324;55;2;178;356
16497;1501;25;2;106;212
25657;2111;58;1;187;187
34012;2549;27;1;116;116
39043;2792;49;2;153;306
24431;2034;59;2;187;374
30528;2391;48;1;153;153
8001;1022;73;1;150;150
8084;1023;70;2;150;300
24749;2068;54;1;178;178
31167;2415;60;2;187;374
42537;2943;8;1;182;182
46497;3021;84;1;136;136
46975;176;36;1;162;162
51886;3393;5;1;84;84
5224;628;17;1;146;146
13102;1328;2;1;139;139
23214;1937;48;2;153;306
28328;2263;77;1;156;156
11693;1261;91;6;75;450
12301;1290;16;1;167;167
25362;2094;39;1;290;290
26286;2152;56;1;178;178
28936;2297;46;3;153;459
33345;2515;38;2;290;580
41400;1163;9;1;182;182
18460;1605;56;1;178;178
31962;2444;49;1;153;153
43634;714;91;9;75;675
6108;779;35;1;162;162
45784;2974;5;3;84;252
8695;1069;15;3;167;501
39290;2813;81;1;167;167
12256;1289;50;1;490;490
15831;1465;72;1;150;150
16746;1516;91;3;75;225
41953;2927;75;1;156;156
48323;404;56;1;178;178
54435;3421;39;1;290;290
5531;685;71;2;150;300
7021;925;22;1;82;82
13660;1350;56;1;178;178
22320;1876;8;1;182;182
27411;2211;79;1;167;167
29160;2308;60;3;187;561
47745;307;7;1;84;84
2151;230;85;1;136;136
20289;1723;85;1;136;136
22932;1915;91;12;75;900
4047;486;3;2;139;278
7328;959;89;2;115;230
10676;1210;77;1;156;156
45506;2969;86;1;115;115
3083;392;33;1;144;144
5181;621;27;1;116;116
11999;1274;75;1;156;156
13782;1359;37;1;162;162
52612;3071;9;1;182;182
9148;1089;19;1;146;146
9848;1141;50;2;490;980
39075;2793;3;2;139;278
50601;3266;42;3;112;336
52135;3391;71;1;150;150
7573;987;18;1;146;146
37024;2687;35;1;162;162
53902;3313;38;2;290;580
13709;1357;40;1;290;290
23698;1993;30;2;144;288
44254;825;32;1;144;144
30303;2382;30;1;144;144
41728;1209;40;1;290;290
9827;1135;18;1;146;146
36803;2679;15;1;167;167
5902;744;83;1;136;136
34490;2569;91;24;75;1800
43449;684;80;2;167;334
2152;230;63;1;96;96
7744;999;90;3;75;225
12038;1277;68;1;106;106
18268;1601;78;1;167;167
37154;2692;40;1;290;290
41946;2927;82;2;136;272
49065;3126;76;1;156;156
5781;724;91;3;75;225
7791;1007;55;2;178;356
38599;2770;73;1;150;150
39351;2825;61;1;187;187
40616;2925;17;1;146;146
44285;829;62;2;96;192
19421;1670;91;21;75;1575
33450;2520;58;1;187;187
53374;3346;40;2;290;580
54398;3418;51;2;490;980
19414;1669;54;2;178;356
30043;2364;24;1;106;106
46925;169;34;1;162;162
47950;338;3;1;139;139
51668;3365;26;1;106;106
3833;468;54;1;178;178
40416;2911;59;2;187;374
2125;234;33;1;144;144
25695;2109;78;1;167;167
32855;2495;23;2;82;164
39160;2803;3;1;139;139
5635;694;49;1;153;153
15738;1461;84;2;136;272
18481;1605;26;1;106;106
21338;1796;64;1;96;96
37812;2725;18;1;146;146
46337;3007;14;1;167;167
53763;3302;55;1;178;178
2422;298;4;1;84;84
7071;932;40;1;290;290
26432;2157;65;2;96;192
26500;2158;62;1;96;96
27365;2206;24;1;106;106
7724;998;93;3;75;225
8773;1076;5;3;84;252
16649;1508;49;1;153;153
23948;2004;56;1;178;178
26451;2157;40;1;290;290
29582;2336;88;1;115;115
14986;1423;79;1;167;167
30522;2394;46;2;153;306
53913;3313;85;2;136;272
2724;341;55;1;178;178
19503;1672;20;1;82;82
20927;1767;91;9;75;675
1665;168;37;1;162;162
10107;1147;90;3;75;225
19383;1668;57;1;178;178
45303;3055;20;2;82;164
47453;241;3;1;139;139
22722;1905;21;1;82;82
52846;3085;82;1;136;136
11479;1254;71;2;150;300
14276;1384;55;1;178;178
20249;1726;90;3;75;225
20980;1775;56;1;178;178
21143;1785;50;1;490;490
32217;2454;49;2;153;306
34131;2551;6;1;84;84
39273;2806;26;1;106;106
39410;2824;8;1;182;182
40606;2924;15;2;167;334
53305;3331;33;2;144;288
12188;1287;10;1;182;182
36830;2678;58;1;187;187
37696;2721;56;1;178;178
48271;388;92;3;75;225
5174;621;35;1;162;162
38185;2739;48;1;153;153
4472;528;61;1;187;187
10651;1210;91;24;75;1800
12764;1314;93;3;75;225
13253;1335;82;1;136;136
32611;2485;37;1;162;162
10961;1231;28;1;116;116
11770;1266;30;3;144;432
18278;1601;34;1;162;162
33402;2519;36;1;162;162
33740;2538;46;1;153;153
51989;3376;64;1;96;96
258;24;53;1;490;490
22277;1868;9;1;182;182
22843;1914;40;1;290;290
29352;2317;81;2;167;334
42030;2931;13;1;144;144
45196;3046;45;1;112;112
4717;557;75;1;156;156
18515;1612;3;3;139;417
21663;1811;71;1;150;150
25892;2129;58;2;187;374
54276;3329;43;1;112;112
8433;1060;90;3;75;225
21628;1808;21;1;82;82
9546;1112;40;1;290;290
9782;1130;3;5;139;695
10156;1157;71;1;150;150
24984;2075;73;1;150;150
29648;2340;5;1;84;84
32509;2479;30;1;144;144
600;67;24;1;106;106
22097;1850;62;1;96;96
35601;2623;87;1;115;115
50377;3207;18;4;146;584
3026;384;19;1;146;146
38206;2739;5;2;84;168
52475;3068;2;1;139;139
584;63;82;1;136;136
9404;1102;24;1;106;106
16882;1526;91;3;75;225
50835;3222;93;3;75;225
54483;3425;30;1;144;144
27466;2217;14;1;167;167
37433;2709;49;2;153;306
50962;3241;17;2;146;292
28084;2251;18;1;146;146
48240;378;38;1;290;290
3958;483;77;1;156;156
16086;1481;41;1;290;290
33435;2522;54;1;178;178
17896;1576;40;1;290;290
21049;1781;32;1;144;144
7296;965;18;1;146;146
11219;1237;15;1;167;167
23075;1927;48;2;153;306
30566;2392;70;1;150;150
13643;1350;43;1;112;112
35851;2635;3;1;139;139
46902;878;1;2;139;278
39794;2857;68;1;106;106
41105;1145;18;1;146;146
43185;631;79;1;167;167
46795;3038;30;3;144;432
6475;846;44;2;112;224
11838;1267;43;2;112;224
19305;1664;73;1;150;150
23223;1939;32;2;144;288
28554;2280;15;2;167;334
5225;636;24;1;106;106
6122;778;71;1;150;150
6225;807;18;2;146;292
18159;1590;75;1;156;156
21844;1836;60;1;187;187
22754;1904;40;2;290;580
39763;2853;49;1;153;153
39871;2860;24;1;106;106
44624;896;78;1;167;167
49343;3189;91;9;75;675
49526;3138;88;1;115;115
1095;110;32;2;144;288
18757;1626;15;1;167;167
47664;295;80;2;167;334
14315;1387;93;3;75;225
22070;1854;77;2;156;312
26049;2134;19;1;146;146
