id;data;nfe;cliente_id;nf_desconto;valor_bruto;valor_venda
518;09/05/2021;SO45061;411;102,55;1661;1558,45
519;10/05/2021;SO45067;520;74,55;994;919,45
520;10/05/2021;SO45063;363;85,7;1148;1062,3
521;10/05/2021;SO45064;525;50,8;1392;1341,2
522;10/05/2021;SO45066;567;16,2;290;273,8
523;10/05/2021;SO45069;335;197,9;1853;1655,1
524;10/05/2021;SO45068;488;42,2;310;267,8
525;10/05/2021;SO45065;450;166,5;3260;3093,5
526;11/05/2021;SO45074;566;229,25;5006;4776,75
527;11/05/2021;SO45073;668;21,6;290;268,4
528;11/05/2021;SO45072;382;35,6;508;472,4
529;11/05/2021;SO45070;571;220,45;2694;2473,55
530;11/05/2021;SO45071;400;60,9;884;823,1
531;12/05/2021;SO45268;673;19,85;340;320,15
532;12/05/2021;SO45076;567;62,5;583;520,5
533;12/05/2021;SO45077;40;71,7;1039;967,3
534;12/05/2021;SO45075;100;26,15;821;794,85
535;12/05/2021;SO45267;393;41,1;314;272,9
536;12/05/2021;SO45266;452;76,1;1037;960,9
537;12/05/2021;SO45269;649;0;136;136
538;12/05/2021;SO45271;339;50,8;734;683,2
539;12/05/2021;SO45270;375;154,35;3104;2949,65
540;13/05/2021;SO45272;171;6,8;475;468,2
541;13/05/2021;SO45278;162;198,35;2541;2342,65
542;13/05/2021;SO45274;405;105,7;2001;1895,3
543;13/05/2021;SO45275;645;61,1;735;673,9
544;13/05/2021;SO45273;20;99,05;1006;906,95
545;13/05/2021;SO45276;325;27,8;594;566,2
546;13/05/2021;SO45277;286;198,7;2560;2361,3
547;14/05/2021;SO45282;452;22,75;609;586,25
548;14/05/2021;SO45279;603;19,5;629;609,5
549;14/05/2021;SO45280;573;141,8;2544;2402,2
550;14/05/2021;SO45283;524;209,45;2363;2153,55
551;14/05/2021;SO45284;295;133;2800;2667
552;14/05/2021;SO45281;462;43,5;402;358,5
553;15/05/2021;SO45285;156;110,65;1759;1648,35
554;15/05/2021;SO45287;146;0;167;167
555;15/05/2021;SO45286;355;83;620;537
556;15/05/2021;SO45290;485;71,15;1491;1419,85
557;15/05/2021;SO45289;307;86,8;1852;1765,2
558;15/05/2021;SO45288;496;257,1;3914;3656,9
559;15/05/2021;SO45291;273;232,4;4375;4142,6
560;16/05/2021;SO45296;189;159,65;2689;2529,35
561;16/05/2021;SO45297;130;79,1;1324;1244,9
562;16/05/2021;SO45295;612;114,05;1585;1470,95
563;16/05/2021;SO45292;479;8,2;106;97,8
564;16/05/2021;SO45293;189;14,4;306;291,6
565;17/05/2021;SO45298;558;103,35;2928;2824,65
566;16/05/2021;SO45294;70;95,9;1141;1045,1
567;17/05/2021;SO45301;170;332,55;4518;4185,45
568;17/05/2021;SO45300;541;206,15;3418;3211,85
569;17/05/2021;SO45299;630;174,6;2609;2434,4
570;18/05/2021;SO45305;61;189,95;3481;3291,05
571;18/04/2023;SO85305;435;145,9;2175;2029,1
572;18/05/2021;SO45302;23;178,6;2789;2610,4
573;18/05/2021;SO45303;376;41,25;920;878,75
574;18/05/2021;SO45304;263;46,9;1214;1167,1
575;19/05/2021;SO45309;33;139,65;2395;2255,35
576;18/04/2023;SO85309;433;187,05;2395;2207,95
577;19/05/2021;SO45311;92;36,15;844;807,85
578;19/05/2021;SO45308;95;161,25;2942;2780,75
579;18/04/2023;SO85308;24;263,65;2942;2678,35
580;19/05/2021;SO45307;22;100,6;955;854,4
581;18/04/2023;SO85307;235;160,5;955;794,5
582;19/05/2021;SO45306;405;65,3;946;880,7
583;18/04/2023;SO85306;170;139;946;807
584;18/04/2023;SO85310;374;80,9;926;845,1
585;19/05/2021;SO45310;606;84,65;926;841,35
586;18/04/2023;SO85311;244;70,55;844;773,45
587;20/05/2021;SO45319;95;35,4;800;764,6
588;19/04/2023;SO85319;162;74,05;800;725,95
589;19/04/2023;SO85312;149;31;606;575
590;20/05/2021;SO45312;451;40,8;606;565,2
591;20/05/2021;SO45318;478;232,45;3310;3077,55
592;19/04/2023;SO85318;373;233,8;3310;3076,2
593;19/04/2023;SO85314;47;227,65;2160;1932,35
594;20/05/2021;SO45314;16;109,75;2160;2050,25
595;20/05/2021;SO45313;648;257,75;3393;3135,25
596;19/04/2023;SO85320;256;55,25;1167;1111,75
597;20/05/2021;SO45320;143;47,8;1167;1119,2
598;20/05/2021;SO45317;11;237,55;4120;3882,45
599;19/04/2023;SO85317;269;216,2;4120;3903,8
600;20/05/2021;SO45316;78;0;167;167
601;19/04/2023;SO85316;316;22,5;167;144,5
602;19/04/2023;SO85315;403;153,9;1927;1773,1
603;20/05/2021;SO45315;533;94,7;1927;1832,3
604;19/04/2023;SO85313;633;246,75;3393;3146,25
605;20/04/2023;SO85321;511;94,9;1921;1826,1
606;20/05/2021;SO45321;329;110,5;1921;1810,5
607;21/05/2021;SO45328;75;96,3;1574;1477,7
608;20/04/2023;SO85328;688;73;1574;1501
609;20/04/2023;SO85326;36;202,7;2489;2286,3
610;21/05/2021;SO45326;575;226;2489;2263
611;21/05/2021;SO45327;126;6,8;802;795,2
612;20/04/2023;SO85323;648;190;3403;3213
613;21/05/2021;SO45323;417;266,5;3403;3136,5
614;20/04/2023;SO85324;279;11,5;225;213,5
615;21/05/2021;SO45324;438;0;225;225
616;20/04/2023;SO85322;546;158,3;1400;1241,7
617;21/05/2021;SO45322;71;97;1400;1303
618;21/05/2021;SO45325;131;26,5;429;402,5
619;20/04/2023;SO85325;556;50,2;429;378,8
620;21/04/2023;SO85329;618;211,85;3331;3119,15
621;22/05/2021;SO45329;92;211,8;3331;3119,2
622;20/04/2023;SO85327;698;71,5;802;730,5
623;22/04/2023;SO85337;127;200,75;2983;2782,25
624;22/05/2021;SO45337;148;160,55;2983;2822,45
625;21/04/2023;SO85335;424;216,7;2392;2175,3
626;22/05/2021;SO45335;196;198,05;2392;2193,95
627;21/04/2023;SO85332;322;200,2;2459;2258,8
628;22/05/2021;SO45332;183;377,15;2459;2081,85
629;22/05/2021;SO45334;110;108,2;1467;1358,8
630;22/05/2021;SO45336;186;62,25;1713;1650,75
631;21/04/2023;SO85336;552;100,25;1713;1612,75
632;21/04/2023;SO85330;169;8,1;457;448,9
633;22/05/2021;SO45330;322;46,8;457;410,2
634;22/05/2021;SO45331;309;142,6;2093;1950,4
635;21/04/2023;SO85331;157;168,5;2093;1924,5
636;22/05/2021;SO45333;599;28,65;738;709,35
637;21/04/2023;SO85333;438;51,55;738;686,45
638;23/05/2021;SO45339;243;147,8;2532;2384,2
639;21/04/2023;SO85334;81;127,85;1467;1339,15
640;22/04/2023;SO85339;459;149,65;2532;2382,35
641;24/05/2021;SO45344;304;394,45;3945;3550,55
642;22/04/2023;SO85344;504;272,45;3945;3672,55
643;22/04/2023;SO85338;607;155;2978;2823
644;23/05/2021;SO45338;486;152,2;2978;2825,8
645;22/04/2023;SO85343;645;133,75;2586;2452,25
646;23/05/2021;SO45343;123;174,9;2586;2411,1
647;23/05/2021;SO45340;89;26,05;538;511,95
648;23/05/2021;SO45341;240;107,85;1876;1768,15
649;22/04/2023;SO85341;588;68,8;1876;1807,2
650;22/04/2023;SO85342;140;70,65;1490;1419,35
651;23/05/2021;SO45342;565;54,2;1490;1435,8
652;24/05/2021;SO45516;293;205,65;3021;2815,35
653;23/04/2023;SO85516;42;235,2;3021;2785,8
654;23/04/2023;SO85521;684;88,9;1235;1146,1
655;24/05/2021;SO45521;290;109,6;1235;1125,4
656;22/04/2023;SO85340;418;36,4;538;501,6
657;23/04/2023;SO85517;148;45,2;878;832,8
658;24/05/2021;SO45517;516;73,2;878;804,8
659;23/04/2023;SO85520;79;303;4598;4295
660;24/05/2021;SO45520;41;341,9;4598;4256,1
661;23/04/2023;SO85518;697;42,3;674;631,7
662;24/05/2021;SO45518;80;63;674;611
663;24/05/2021;SO45522;424;279,95;3682;3402,05
664;23/04/2023;SO85522;479;188,2;3682;3493,8
665;24/05/2021;SO45519;62;27,65;331;303,35
666;24/04/2023;SO85530;478;0;96;96
667;25/05/2021;SO45530;11;0;96;96
668;24/04/2023;SO85528;183;7,2;290;282,8
669;25/05/2021;SO45528;251;0;290;290
670;24/04/2023;SO85525;504;31,3;777;745,7
671;25/05/2021;SO45525;339;76,35;777;700,65
672;23/04/2023;SO85519;241;31,85;331;299,15
673;24/04/2023;SO85524;654;162,75;2456;2293,25
674;25/05/2021;SO45524;266;62;2456;2394
675;24/04/2023;SO85527;447;284,9;4305;4020,1
676;25/05/2021;SO45527;345;203,05;4305;4101,95
677;25/05/2021;SO45523;303;5,6;490;484,4
678;24/04/2023;SO85523;483;0;490;490
679;24/04/2023;SO85532;600;116,05;2230;2113,95
680;25/05/2021;SO45532;203;125,55;2230;2104,45
681;24/04/2023;SO85526;265;27,3;514;486,7
682;25/05/2021;SO45526;554;27,4;514;486,6
683;25/05/2021;SO45531;215;44,05;903;858,95
684;24/04/2023;SO85529;482;213,35;3307;3093,65
685;25/05/2021;SO45529;138;201,45;3307;3105,55
686;25/04/2023;SO85539;243;95,9;1224;1128,1
687;26/05/2021;SO45539;532;102,95;1224;1121,05
688;25/04/2023;SO85537;213;5,6;153;147,4
689;26/05/2021;SO45537;453;11,2;153;141,8
690;26/05/2021;SO45533;384;30,3;450;419,7
691;25/04/2023;SO85533;43;25;450;425
692;25/04/2023;SO85540;286;89,75;1212;1122,25
693;24/04/2023;SO85531;2;38,25;903;864,75
694;27/05/2021;SO45540;101;66,65;1212;1145,35
695;25/04/2023;SO85538;431;181,3;3194;3012,7
696;26/05/2021;SO45538;11;164,7;3194;3029,3
697;26/05/2021;SO45535;109;200,6;2420;2219,4
698;25/04/2023;SO85535;16;243,15;2420;2176,85
699;26/05/2021;SO45534;109;111,55;1881;1769,45
700;25/04/2023;SO85534;545;89,85;1881;1791,15
701;26/05/2021;SO45536;678;221,7;2895;2673,3
702;26/04/2023;SO85546;396;47,55;928;880,45
703;27/05/2021;SO45546;684;78,55;928;849,45
704;26/04/2023;SO85548;675;59,15;885;825,85
705;27/05/2021;SO45548;428;81,55;885;803,45
706;27/05/2021;SO45545;104;68,9;1163;1094,1
707;26/04/2023;SO85545;631;102,6;1163;1060,4
708;26/04/2023;SO85543;284;42,45;308;265,55
709;27/05/2021;SO45543;308;36,65;308;271,35
710;25/04/2023;SO85536;366;96,75;2895;2798,25
711;26/04/2023;SO85541;696;6,8;450;443,2
712;27/05/2021;SO45541;228;24,05;450;425,95
713;28/05/2021;SO45549;342;275,8;3676;3400,2
714;27/04/2023;SO85549;55;237,6;3676;3438,4
715;27/05/2021;SO45542;484;233,8;2746;2512,2
716;26/04/2023;SO85542;77;362,5;2746;2383,5
717;27/05/2021;SO45547;405;135;1961;1826
718;27/05/2021;SO45544;182;44,2;762;717,8
719;28/05/2021;SO45551;96;22;426;404
720;28/05/2021;SO45553;230;106,7;1735;1628,3
721;29/05/2021;SO45555;456;192,45;3222;3029,55
722;28/05/2021;SO45552;674;152,75;2874;2721,25
723;28/05/2021;SO45550;253;324,25;4109;3784,75
724;28/05/2021;SO45554;568;126,6;1747;1620,4
725;29/05/2021;SO45558;58;15;613;598
726;29/05/2021;SO45560;531;122,5;1642;1519,5
727;28/04/2023;SO85556;12;257,85;3742;3484,15
728;29/05/2021;SO45556;582;166,3;3742;3575,7
729;28/04/2023;SO85559;591;23,4;136;112,6
730;29/05/2021;SO45559;394;0;136;136
731;28/04/2023;SO85561;97;186,4;3222;3035,6
732;29/05/2021;SO45561;150;188,35;3222;3033,65
733;28/04/2023;SO85557;73;202,85;2504;2301,15
734;29/05/2021;SO45557;173;203,85;2504;2300,15
735;28/04/2023;SO85560;531;91,75;1642;1550,25
736;29/04/2023;SO85567;205;0;178;178
737;30/05/2021;SO45567;460;7,65;178;170,35
738;31/05/2021;SO45568;556;230,35;2982;2751,65
739;30/04/2023;SO85568;270;155,5;2982;2826,5
740;30/05/2021;SO45563;78;12,25;445;432,75
741;29/04/2023;SO85563;537;13,9;445;431,1
742;30/05/2021;SO45562;616;51;696;645
743;29/04/2023;SO85562;194;13,6;696;682,4
744;30/05/2021;SO45565;141;134,5;2876;2741,5
745;29/04/2023;SO85566;262;7,65;178;170,35
746;30/05/2021;SO45566;166;15,3;178;162,7
747;30/05/2021;SO45564;249;133,15;1499;1365,85
748;29/04/2023;SO85564;112;85,55;1499;1413,45
749;31/05/2021;SO45569;11;48,9;459;410,1
750;30/04/2023;SO85569;606;4,8;459;454,2
751;31/05/2021;SO45571;49;190,8;2969;2778,2
752;30/04/2023;SO85571;200;212,15;2969;2756,85
753;31/05/2021;SO45570;67;33,85;1345;1311,15
754;30/04/2023;SO85570;537;62,6;1345;1282,4
755;29/04/2023;SO85565;433;171,3;2876;2704,7
756;31/05/2021;SO45573;150;38,3;567;528,7
757;30/04/2023;SO85573;560;38,3;567;528,7
758;01/05/2023;SO85575;416;254,75;4066;3811,25
759;01/06/2021;SO45575;320;293,15;4066;3772,85
760;31/05/2021;SO45574;109;116;1370;1254
761;30/04/2023;SO85574;12;84,95;1370;1285,05
762;31/05/2021;SO45572;262;63;1332;1269
763;01/05/2023;SO85576;575;71,75;834;762,25
764;01/06/2021;SO45576;665;46,6;834;787,4
765;01/06/2021;SO45577;564;229,05;3593;3363,95
766;01/05/2023;SO85577;33;253,45;3593;3339,55
767;02/06/2021;SO45780;50;150,55;2721;2570,45
768;30/04/2023;SO85572;701;86,75;1332;1245,25
769;02/05/2023;SO85780;169;148,8;2721;2572,2
770;02/05/2023;SO85779;327;143,2;2410;2266,8
771;02/06/2021;SO45779;237;158,8;2410;2251,2
772;03/06/2021;SO45781;536;318;4359;4041
773;03/05/2023;SO85781;420;273,95;4359;4085,05
774;02/05/2023;SO85578;379;35,2;630;594,8
775;02/06/2021;SO45578;655;34;630;596
776;02/06/2021;SO45579;206;8,1;112;103,9
777;02/05/2023;SO85579;28;24,3;112;87,7
778;03/06/2021;SO45785;502;162,95;2206;2043,05
779;03/06/2021;SO45782;387;149,65;2533;2383,35
780;03/05/2023;SO85782;162;202,55;2533;2330,45
781;03/05/2023;SO85786;229;182,6;5451;5268,4
782;03/06/2021;SO45786;64;315,3;5451;5135,7
783;03/05/2023;SO85784;512;28,05;572;543,95
784;03/06/2021;SO45784;612;69,5;572;502,5
785;03/06/2021;SO45783;398;86,8;1238;1151,2
786;03/05/2023;SO85783;553;98,45;1238;1139,55
787;03/05/2023;SO85785;159;94,3;2206;2111,7
788;04/06/2021;SO45793;310;238,3;4810;4571,7
789;04/05/2023;SO85793;584;228;4810;4582
790;04/06/2021;SO45788;110;33,4;228;194,6
791;04/05/2023;SO85788;274;33,4;228;194,6
792;04/05/2023;SO85791;252;93,7;578;484,3
793;04/06/2021;SO45791;273;72,6;578;505,4
794;04/06/2021;SO45792;315;111,9;2122;2010,1
795;26/04/2023;SO85547;360;58,6;1961;1902,4
796;04/05/2023;SO85792;257;99,55;2122;2022,45
797;04/05/2023;SO85789;199;22,5;308;285,5
798;27/04/2023;SO85551;575;16,7;426;409,3
799;04/06/2021;SO45789;249;42,45;308;265,55
800;04/05/2023;SO85787;525;56,2;715;658,8
801;27/04/2023;SO85553;674;87,85;1735;1647,15
802;04/06/2021;SO45787;418;41,3;715;673,7
803;27/04/2023;SO85555;690;192,7;3222;3029,3
804;04/06/2021;SO45790;524;29,95;503;473,05
805;04/05/2023;SO85790;457;36,4;503;466,6
806;05/05/2023;SO85795;516;211,85;3349;3137,15
807;05/06/2021;SO45795;159;268,25;3349;3080,75
808;26/04/2023;SO85544;540;36,15;762;725,85
809;05/05/2023;SO85797;692;249,05;4028;3778,95
810;05/06/2021;SO45797;210;326,15;4028;3701,85
811;27/04/2023;SO85552;93;217,3;2874;2656,7
812;27/04/2023;SO85550;546;242,95;4109;3866,05
813;05/05/2023;SO85794;674;86,4;1374;1287,6
814;05/06/2021;SO45794;258;88,35;1374;1285,65
815;05/05/2023;SO85798;340;377,2;5105;4727,8
816;05/06/2021;SO45798;202;325,1;5105;4779,9
817;27/04/2023;SO85554;385;125;1747;1622
818;05/05/2023;SO85796;80;132,45;1961;1828,55
819;05/06/2021;SO45796;402;158,2;1961;1802,8
820;28/04/2023;SO85558;55;29,1;613;583,9
821;06/05/2023;SO85800;656;65,9;1202;1136,1
822;06/06/2021;SO45800;397;120,1;1202;1081,9
823;06/05/2023;SO85802;427;135,7;2749;2613,3
824;06/06/2021;SO45802;140;226,65;2749;2522,35
825;06/05/2023;SO85799;495;238,9;3872;3633,1
826;06/06/2021;SO45799;682;210,7;3872;3661,3
827;06/06/2021;SO45803;67;114,4;2335;2220,6
828;07/05/2023;SO85803;129;127,3;2335;2207,7
829;06/05/2023;SO85801;207;99,95;2842;2742,05
830;06/06/2021;SO45801;588;90,4;2842;2751,6
831;07/06/2021;SO45807;471;46,2;1072;1025,8
832;07/05/2023;SO85807;400;46,2;1072;1025,8
833;07/06/2021;SO45805;215;178,15;3183;3004,85
834;07/05/2023;SO85805;196;235,95;3183;2947,05
835;07/05/2023;SO85804;380;159;1957;1798
836;07/06/2021;SO45804;692;134,65;1957;1822,35
837;07/05/2023;SO85808;49;88,05;662;573,95
838;07/06/2021;SO45808;640;45,95;662;616,05
839;08/06/2021;SO45809;675;139,15;3353;3213,85
840;07/05/2023;SO85806;276;43;627;584
841;07/06/2021;SO45806;132;25,9;627;601,1
842;08/06/2021;SO45813;484;266,35;3522;3255,65
843;08/05/2023;SO85813;158;230,05;3522;3291,95
844;08/06/2021;SO45811;434;54,35;893;838,65
845;08/05/2023;SO85811;246;61,35;893;831,65
846;08/06/2021;SO45812;517;75,7;1543;1467,3
847;08/05/2023;SO85812;185;101,9;1543;1441,1
848;08/05/2023;SO85809;148;202,3;3353;3150,7
849;08/05/2023;SO85810;23;159,2;2535;2375,8
850;08/06/2021;SO45810;413;161,35;2535;2373,65
851;09/06/2021;SO46025;403;70,65;749;678,35
852;09/05/2023;SO86025;546;0;749;749
853;09/06/2021;SO46023;22;16,7;115;98,3
854;09/05/2023;SO86023;230;25,05;115;89,95
855;18/06/2023;SO84121;113;60,85;951;890,15
856;10/05/2023;SO86028;397;289,8;4297;4007,2
857;10/06/2021;SO46028;54;348;4297;3949
858;09/06/2021;SO46027;579;79,7;828;748,3
859;09/06/2021;SO46024;263;101,65;1213;1111,35
860;09/05/2023;SO86024;565;83,05;1213;1129,95
861;09/05/2023;SO86026;153;99,45;1718;1618,55
862;18/06/2023;SO84123;543;5,8;162;156,2
863;09/06/2021;SO46026;87;91,85;1718;1626,15
864;09/06/2021;SO45815;463;120,3;2298;2177,7
865;09/05/2023;SO85815;199;163,5;2298;2134,5
866;18/06/2023;SO84122;187;33,9;273;239,1
867;18/06/2023;SO84124;7;211,45;3301;3089,55
868;09/06/2021;SO45814;619;114,55;1170;1055,45
869;09/05/2023;SO85814;126;68,85;1170;1101,15
870;09/05/2023;SO86027;560;98,25;828;729,75
871;11/05/2023;SO86034;474;197,55;4303;4105,45
872;19/06/2023;SO84126;602;28,7;1060;1031,3
873;10/06/2021;SO46034;378;295,85;4303;4007,15
874;18/06/2023;SO84125;503;25,9;497;471,1
875;10/06/2021;SO46032;662;102,9;1937;1834,1
876;10/05/2023;SO86032;572;124,1;1937;1812,9
877;10/05/2023;SO86033;365;73,25;1466;1392,75
878;19/06/2023;SO84127;93;188,5;3354;3165,5
879;10/06/2021;SO46033;368;97,75;1466;1368,25
880;20/06/2023;SO84129;130;345,1;4897;4551,9
881;10/05/2023;SO86029;654;56,6;851;794,4
882;10/06/2021;SO46029;237;58,75;851;792,25
883;10/06/2021;SO46030;293;20,9;312;291,1
884;10/06/2021;SO46031;465;32,25;313;280,75
885;10/05/2023;SO86031;211;29,95;313;283,05
886;11/05/2023;SO86035;23;43,6;960;916,4
887;11/06/2021;SO46035;682;58;960;902
888;11/06/2021;SO46041;216;115,65;1162;1046,35
889;11/05/2023;SO86041;370;70,25;1162;1091,75
890;11/05/2023;SO86040;698;14,4;167;152,6
891;11/06/2021;SO46040;689;14,4;167;152,6
892;10/05/2023;SO86030;668;52,25;312;259,75
893;11/06/2021;SO46036;449;262,55;4043;3780,45
894;11/05/2023;SO86036;371;358,05;4043;3684,95
895;11/06/2021;SO46039;14;125,85;1589;1463,15
896;11/05/2023;SO86039;551;108,1;1589;1480,9
897;11/05/2023;SO86037;226;9,6;375;365,4
898;11/06/2021;SO46037;169;9,6;375;365,4
899;11/06/2021;SO46038;255;182;2911;2729
900;12/06/2021;SO46043;437;162,15;2550;2387,85
901;12/06/2021;SO46044;170;303,15;5678;5374,85
902;12/06/2021;SO46042;323;278,8;3807;3528,2
903;12/06/2021;SO46045;365;382,95;4554;4171,05
904;13/06/2021;SO46046;96;0;144;144
905;13/06/2021;SO46047;220;61,5;1506;1444,5
906;13/06/2021;SO46049;430;411,9;5850;5438,1
907;13/06/2021;SO46048;395;82;1416;1334
908;14/06/2021;SO46050;233;41,75;230;188,25
909;14/05/2023;SO86050;281;25,05;230;204,95
910;14/06/2021;SO46051;205;88,25;1908;1819,75
911;14/06/2021;SO46052;611;83,45;1404;1320,55
912;14/05/2023;SO86052;535;74,95;1404;1329,05
913;14/06/2021;SO46054;265;61,5;1931;1869,5
914;14/05/2023;SO86054;254;98,15;1931;1832,85
915;14/05/2023;SO86053;575;133,4;2199;2065,6
916;14/06/2021;SO46053;89;184,3;2199;2014,7
917;14/05/2023;SO86051;395;97,1;1908;1810,9
918;14/05/2023;SO86056;404;226,35;3666;3439,65
919;15/06/2021;SO46056;418;184,6;3666;3481,4
920;14/05/2023;SO86055;70;320,9;4635;4314,1
921;14/06/2021;SO46055;8;222,95;4635;4412,05
922;15/06/2021;SO46057;224;294,4;5280;4985,6
923;15/05/2023;SO86057;200;347,6;5280;4932,4
924;16/05/2023;SO86058;431;219,55;4418;4198,45
925;16/06/2021;SO46058;604;338,35;4418;4079,65
926;16/06/2021;SO46061;257;25,2;535;509,8
927;16/06/2021;SO46060;473;135,15;2866;2730,85
928;16/05/2023;SO86060;536;158,2;2866;2707,8
929;16/05/2023;SO86059;549;262,15;3175;2912,85
930;16/06/2021;SO46059;238;156,7;3175;3018,3
931;16/05/2023;SO86062;342;294,95;4626;4331,05
932;17/06/2021;SO46062;232;278,3;4626;4347,7
933;16/05/2023;SO86061;665;28,2;535;506,8
934;17/06/2021;SO46064;166;163,35;2144;1980,65
935;17/05/2023;SO86064;195;164,05;2144;1979,95
936;18/06/2021;SO46066;340;141,25;1517;1375,75
937;17/05/2023;SO86066;228;54,65;1361;1306,35
938;17/05/2023;SO86063;149;8,35;146;137,65
939;17/06/2021;SO46063;272;0;146;146
940;17/05/2023;SO86065;158;30,5;610;579,5
941;17/06/2021;SO46065;554;50,45;610;559,55
942;18/06/2021;SO46074;601;146,35;2159;2012,65
943;18/06/2021;SO46073;572;0;167;167
944;18/06/2021;SO46068;59;128,2;2198;2069,8
945;18/06/2021;SO46072;436;154,35;2177;2022,65
946;18/06/2021;SO46070;64;0;115;115
947;18/06/2021;SO46069;45;43,6;1087;1043,4
948;18/06/2021;SO46071;333;253;3306;3053
949;18/06/2021;SO46067;692;225,35;3677;3451,65
950;19/06/2021;SO46075;161;7,2;468;460,8
951;19/06/2021;SO46076;301;369,4;4873;4503,6
952;19/06/2021;SO46081;69;15,55;405;389,45
953;19/06/2021;SO46078;260;25,05;293;267,95
954;19/06/2021;SO46077;6;169;2495;2326
955;19/06/2021;SO46080;357;30,5;1347;1316,5
956;20/06/2021;SO46082;329;150,15;2706;2555,85
957;19/06/2021;SO46079;673;37,7;602;564,3
958;20/06/2021;SO46084;257;12,6;349;336,4
959;20/06/2021;SO46086;160;293,75;4769;4475,25
960;11/05/2023;SO86038;428;171,25;2911;2739,75
961;20/06/2021;SO46088;95;124,4;1572;1447,6
962;12/05/2023;SO86044;633;307,05;5678;5370,95
963;12/05/2023;SO86042;547;280,1;3807;3526,9
964;20/06/2021;SO46087;11;267,8;3873;3605,2
965;20/06/2021;SO46083;315;110,75;1160;1049,25
966;12/05/2023;SO86045;632;334,45;4554;4219,55
967;20/06/2021;SO46085;220;42,45;531;488,55
968;13/05/2023;SO86046;197;18,2;144;125,8
969;12/05/2023;SO86043;288;162,5;2550;2387,5
970;21/06/2021;SO46092;302;26,7;96;69,3
971;13/05/2023;SO86047;22;97,95;1506;1408,05
972;21/06/2021;SO46089;348;150,15;2601;2450,85
973;13/05/2023;SO86049;38;391,8;5850;5458,2
974;21/06/2021;SO46093;189;157,95;3707;3549,05
975;13/05/2023;SO86048;47;71,05;1416;1344,95
976;21/06/2021;SO46091;489;279,85;3036;2756,15
977;22/06/2021;SO46094;638;217,35;3445;3227,65
978;21/06/2021;SO46090;76;285,5;3482;3196,5
979;22/06/2021;SO46099;223;133,55;2308;2174,45
980;22/06/2021;SO46100;636;260,9;4570;4309,1
981;22/06/2021;SO46098;240;130,6;1954;1823,4
982;22/06/2021;SO46096;503;0;167;167
983;22/06/2021;SO46101;298;268,5;3646;3377,5
984;22/06/2021;SO46097;262;26,2;533;506,8
985;22/06/2021;SO46095;276;155,85;2226;2070,15
986;24/06/2021;SO46105;594;362,85;5468;5105,15
987;23/06/2021;SO46103;282;146,25;2507;2360,75
988;23/06/2021;SO46102;521;61,9;1007;945,1
989;23/06/2021;SO46104;11;0;156;156
990;24/06/2021;SO46106;189;29,75;327;297,25
991;24/06/2021;SO46325;59;214,05;3671;3456,95
992;24/06/2021;SO46322;341;0;290;290
993;24/06/2021;SO46324;259;62,8;1014;951,2
994;24/06/2021;SO46323;87;66,25;850;783,75
995;24/06/2021;SO46107;525;177,5;3167;2989,5
996;25/06/2021;SO46329;539;11,2;153;141,8
997;25/06/2021;SO46328;135;15,9;156;140,1
998;25/06/2021;SO46330;362;187,25;2738;2550,75
999;26/06/2021;SO46331;615;65,8;1395;1329,2
1000;25/06/2021;SO46327;39;104,85;2177;2072,15
1001;25/06/2021;SO46326;586;309,35;4598;4288,65
1002;26/06/2021;SO46332;364;125,2;1574;1448,8
1003;26/06/2021;SO46337;482;8,35;290;281,65
1004;26/06/2021;SO46336;426;0;182;182
1005;27/06/2021;SO46338;343;193,45;2593;2399,55
1006;26/06/2021;SO46333;291;302,7;4981;4678,3
1007;26/06/2021;SO46334;534;245,8;3897;3651,2
1008;26/06/2021;SO46335;351;5,8;144;138,2
1009;27/06/2021;SO46339;374;93,3;950;856,7
1010;28/06/2021;SO46344;409;244,15;4123;3878,85
1011;27/06/2021;SO46343;14;259,9;3486;3226,1
1012;27/06/2021;SO46342;323;94,4;2352;2257,6
1013;27/06/2021;SO46340;689;59,2;531;471,8
1014;27/06/2021;SO46341;227;279,45;3262;2982,55
1015;28/06/2021;SO46346;249;155,6;1506;1350,4
1016;28/06/2021;SO46345;657;105,6;1463;1357,4
1017;28/06/2021;SO46348;264;220,35;4335;4114,65
1018;28/06/2021;SO46347;291;28,75;680;651,25
1019;28/06/2021;SO46350;221;56,3;664;607,7
1020;29/06/2021;SO46351;517;52,55;1322;1269,45
1021;28/06/2021;SO46349;388;60,4;853;792,6
1022;29/06/2021;SO46355;259;232,55;4130;3897,45
1023;30/06/2021;SO46358;41;352,55;5025;4672,45
1024;29/06/2021;SO46357;14;71,7;1069;997,3
1025;29/06/2021;SO46354;500;12,3;116;103,7
1026;29/06/2021;SO46356;227;286,4;6087;5800,6
1027;29/06/2021;SO46352;477;26,4;519;492,6
1028;29/06/2021;SO46353;111;81,7;994;912,3
1029;30/06/2021;SO46359;334;232,7;3027;2794,3
1030;30/06/2021;SO46361;244;80,3;832;751,7
1031;30/06/2021;SO46362;503;207;2150;1943
1032;30/06/2021;SO46360;437;59,6;2180;2120,4
1033;01/07/2021;SO46365;213;86,3;714;627,7
1034;01/07/2021;SO46366;364;81,7;740;658,3
1035;01/07/2021;SO46363;539;204,6;2124;1919,4
